mail,label,
9876543 is OTP for transaction of INR 5463 at ABC enterprises on XYZ Bank Credit Card XXXX1234. DO NOT disclose it to anyone. XYZ Bank NEVER asks for OTP.,4,
824926 is the otp for trxn of inr 57.75 at zaak epayment services pv with your sbi card xx3931. otp is valid for 10 mins. pls do not share with anyone,4,
"428684 is OTP for your eComm Txn for amount Rs.15,000 OTP valid for 8 minutes. Do not share this OTP with anyone.",4,
"032456 is your OTP for fund transfer for amount Rs.3,000 to Ravi. OTP valid for 8 minutes. Do not share this OTP with anyone.",4,
"369147 is OTP for your premium payment for amount Rs.34,000. OTP valid for 8 minutes. Do not share this OTP with anyone.",4,
852456 is your OTP for BillDesk Payment in NetBanking.OTP valid for 8 minutes.,4,
{#var#} is the otp for trxn of inr {#var#} at {#var#} with your sbi card{#var#}. otp is valid for {#var#}. pls do not share with anyone,4,
{#var#} is your OTP for fund transfer for amount {#var#} to {#var#}. OTP valid for 8 minutes. Do not share this OTP with anyone.,4,
{#var#} is OTP for your eComm Txn for amount {#var#} OTP valid for 8 minutes. Do not share this OTP with anyone,4,
{#var#} is OTP for your premium payment for amount {#var#}. OTP valid for 8 minutes. Do not share this OTP with anyone.,4,
{#var#} is your OTP for BillDesk Payment in NetBanking.OTP valid for 8 minutes.,4,
Your one time password for phone verification is 1234,4,
Your one time password for phone verification is #VAR2#,4,
??971073 is your OTP for OkCredit. vYvIYRnMtTP » OkCredit,4,
Spotify code: 596992. Valid for 5 minutes,4,
Spotify code: 538360. Valid for 5 minutes,4,
The verification code 654094 is valid for 5 minutes. Do not share it with anyone.,4,
Use 306114 for two-factor authentication on Facebook.,4,
366 127 is your Instagram confirmation code. SIYRxKrru1t,4,
Use 825 491 to verify your Instagram account. #ig,4,
Your WhatsApp account is being registered on a new device Do not share this code with anyone Your WhatsApp code: 343-213 4sgLq1p5sV6,4,
G-761372 is your Google verification code.,4,
Your verification code is 986326.,4,
DO NOT share OTP with anyone. OTP for linking your Paytm account to Vellore In.. is 272279 Not You? Report https://ap.p-y.tm/HvkClM,4,
Use OTP 673912 to login to your Swiggy Account. Swiggy doesn't ask for OTP or Contact number to be shared with anyone including Swiggy Personnel.,4,
Your Discord security code is: 501652 tzD9jY28Wrn,4,
[Binance]Verification code:697756. Do not share this code with anyone.,4,
"I hope you’re well. Please see attached invoice number [invoice number] for [product/service name], due on [invoice due date]. Don’t hesitate to reach out if you have any questions.",3,
"I hope you’re well. We have yet to receive payment for invoice number [invoice number] for [product/service name], which was due on [invoice due date]. Please let us know when we can expect to receive payment, and don’t hesitate to reach out if you have any questions or concerns.",3,
I hope you’re well. Please see attached invoice #[NUMBER] for [PRODUCT/SERVICE] due on [DATE]. Feel free to reach out if you have any questions.,3,
I hope you’re well. This is a friendly reminder that the attached invoice #[NUMBER] for [PRODUCT/SERVICE] is due in [TIME FRAME] on [DATE]. Please let me know if you have any questions.,3,
"I hope you’re well. We have yet to receive payment for invoice #[NUMBER] for [PRODUCT/SERVICE], which was due [NUMBER] days ago on [DATE]. Please let us know when we can expect to receive payment, and feel free to reach out if you have any questions or concerns.",3,
"Attached is an invoice for the [PRODUCT/SERVICE] provided on [SERVICE/RECEIPT DATE], which was due on [DUE DATE]. ",3,
"Please note that a late fee of [AMOUNT] will apply, and the total amount due is now [TOTAL]. ",3,
"Payments are acceptable via PayPal, Venmo, Apple Pay, or at [WEB PORTAL LINK].",3,
,3,
"If you prefer, you may mail a check made out to [YOUR NAME OR BUSINESS] to:",3,
,3,
[BUSINESS ADDRESS].,3,
"I hope you are well.

Please see attached the invoice [number] for [completed project]. The invoice is due by [date].

Please don't hesitate to get in touch if you have any questions or need clarifications.

Please see attached the invoice [number] for [completed project]. The invoice is due by [date].

Please don't hesitate to get in touch if you have any questions or need clarifications.",3,
"I hope that you have been well. I just wanted to check in with you about the invoice we sent last week for [product or service].

Let me know if there is anything else I can do to help get this paid ASAP.",3,
"We are contacting you in regard to a new invoice # 1 that has been created on your account. You may find the invoice attached. Please pay the balance of $1,000 by June 21.",3,
I hope you’re safe and well. This mail is to inform you about invoice#32 of the project we’ve completed with your collaboration.,3,
" hope this email finds you well. Please find attached invoice #32 for (product or service).

Kindly reach out to us if you have any questions.",3,
"In addition to no hidden charges, we provide you with GST and Proforma Invoices as well",3,
I just wanted to drop you a quick note to remind you that [amount owed on invoice] in respect of our invoice [invoice reference number] is due for payment on [date due].,3,
We have yet to receive payment from yourselves of [amount owed on invoice] in respect of our invoice [invoice reference number] which was due for payment on [date due].,3,
This invoice is now [number of days overdue] days overdue and is becoming really problematic for us. Please could you let us know about when payment will be made as a matter of urgency.,3,
I just wanted to drop you a quick note to let you know that we have received your recent payment in respect of invoice [invoice reference number]. Thank you very much. We really appreciate it.,3,
"Thanks for your business. If you have any questions about your invoice, please contact [name] at [contact details].",3,
"Your invoice letter is now almost ready to go. Before sending it, be sure to proofread it thoroughly for spelling or grammar mistakes.",3,
"I hope this email finds you well. I understand this may be a busy time for you, but I  wanted to send out a friendly reminder that the payment for invoice #111119 will be due next Wednesday, October 6th.",3,
"I hope you’re doing well. This email is a reminder that Invoice #111119 was due this past Wednesday, October 6th, and is now one day overdue. I understand you are busy and want to follow up to ensure you received my last email reminder dated September 29th. I’ve attached the original invoice to this email.",3,
"During this time of year, when your business is in full swing, emails can get overlooked. So, I am following up on an email dated September 29th regarding overdue payment on Invoice #111119. For your convenience, I have attached the invoice here.",3,
"I hope you’re well. I am reaching out to you regarding Invoice #111119. This is a reminder that payment was due on Wednesday, October 6th, and is now two weeks overdue. Please send payment as soon as possible by check, credit card, or direct transfer.",3,
"As per my company’s payment terms, you will be charged a late fee of 2% per month for invoices 30-days overdue. I have attached the invoice to this email for your reference.",3,
"I am contacting you to confirm you received my previous email dated October 26th regarding Invoice #111119. This is just a reminder that payment in full was due Tuesday, October 6th.",3,
"emails are often left unopened, I would appreciate a reply to this email to let me know you received it? I am looking forward to hearing from you.",3,
"I hope you are well.  Regrettably, you have made no payment on Invoice #111119 that was due October 6th and is now 30-days past due. I would appreciate the amount of $11,350 to be paid as soon as possible to avoid late fees.",3,
"This is our final notice regarding your past-due account with us. We have not received a response from you regarding your 30-day overdue invoice #111119 for $11,350.",3,
We must receive payment from you within 15 days after receiving this notice to avoid further collection action from an outside agency.,3,
"If you have any further questions, you may contact us [Phone Number] between 9 am – 5 pm.",3,
I look forward to your immediate payment.,3,
At [Company Name] we take pride in making sure that all of our customers enjoy what we provide them.,3,
"I did want to quickly mention that we haven’t received payment from you just yet. No worries, it isn’t due until [due date] (one week from today).",3,
,3,
You can pay by mailing us a check at [Company Address] or online here - [Link to invoice],3,
We have yet to receive payment from you regarding the [Insert Product/service] you purchased from us on [Purchase Date].,3,
"Unfortunately, we still haven’t received your payment for [Invoice Number]. It is due today.",3,
Is it a bad time financially? We’re willing to help you by offering financial assistance. Respond to this email or give us a call at [Phone Number] and we’ll work together to get your balance resolved.,3,
Your payment of [Payment Amount] is due today for [Invoice Number].,3,
,3,
Please visit [Link to Invoice] to view and pay your balance.,3,
We offer financial assistance. Respond to this email promptly or contact us at [Phone Number] for more information.,3,
I took a look at our records today and noticed that we’re still waiting to receive payment from you for your invoice #[Invoice Number].,3,
"I’ve tried reaching out to you multiple times over the past month regarding your balance of [Amount Due] from invoice #[Invoice Number].

I’m writing to you again to let you know that your balance with us is now 30 days overdue.

You can pay your invoice off by clicking this link [Link to Invoice].

It is possible that my previous emails fell through the cracks. Could you please reply to this email to let me know that you’ve received it?",3,
"Our records indicate that your invoice #[Invoice Number] is now 1 day overdue.

In order to avoid any additional fees, pay your invoice as soon as possible.

You can pay your invoice online at [Link to Invoice].",3,
"When you feel you need more from the cloud applications more computing resources, full integration with cloud storage, printing and more, you can upgrade your account to rollApp Premium at any time. Learn about subscription options and upgrade to Premium at rollapp.com/plans.",2,
"We believe in being the friend of the students and that's the only reason that we are introducing this programme.

So what are you waiting for?

Be the face of your college and bridge the gap between your college and GeeksforGeeks.",2,
"Once you’ve mastered that, finish the maneuver by making a windmill motion with your arms. This move is ideal for any Hip Hop music with a double bass because of the leg cross.

 

Go for Your Dreams, Join Now. 

 

Stay Passionate,

Hetvi Sanghavi.

CelebritySchool.in",2,
This is with reference to the annual leave that I am entitled to. I wish to submit my proposed dates for your approval. I wish to take leave from (insert dates) I would be available to resume my duties from (insert dates) onwards. I ... (include information regarding your current work schedule).,2,
"I would like to hereby formally request the opportunity to take a (6/12) month sabbatical leave, commencing 6 months from today, on (day/month/year). I have been (your position) at (name) university for (X) years and would like to conclude my research on (full details of your project/work).
",2,
"I am Raj, a resident of Dharma Colony. The residents of the area are facing a lot of problems due to water logging.
Every year in the monsoon season, the area gets filled with water as the drainage system gets choked. We have requested the area committee many times, but the situation is still the same. The residents’ lives have become miserable as many water – borne diseases have spread. All the houses are submerged, and we are facing a tough time.
Please consider the issue as serious and find a solution at the earliest.",2,
"Hi! You are invited to my birthday party on 25th August.
The party will be at Archie’s Place, Nehru Park from 4:00 to 7:00 PM. As the party is based on the ‘Spiderman’ theme, please wear a dress in red / black color combination. It will be fun as I have arranged a Mask game, a ‘Spidey’ web game, and a never – seen – before neon light and music show. I am very excited as I will wear a special Spidey costume designed by my sister. Please come as it will be good to have your company. Also, bring your brother Saurav.
Waiting for your confirmation.",2,
"I am writing to tell you that I wish to raise a grievance with regards to my dismissal on 30 January 2009. This action is being as a result of the terms under which my contract was agreed and signed under on the 20 December 2005. Under the terms of my contract, three written warnings must be issued before a dismissal can be put into place. In my case this was not the course of action. I had been a loyal employee of ABCD Company for 3 years and in that time no complaints, formal or informal, had been made about my work before the date of my dismissal. The reasons given for my dismissal were unclear and reasoned around a discrepancy, which had in my opinion and that of my colleagues not occurred. I am entitled to a hearing to discuss this matter; also I am entitled, if I wish, to be accompanied by another work colleague or ",2,
"I would hereby like to formally notify you of my departure from (current company name) and my position as (name of position). I have accepted a job opportunity to start with (new company name) on (date). I have over the past (amount of time) greatly enjoyed my position here at (name of company) and would like to thank you for having believed in me and given me the opportunity to spread my wings with the challenges that were expected of me. I will miss my work environment here where everyone has always been so warm and a pleasure to work with, but I feel that I am at a stage in my career where I need to experience new challenges and explore new opportunities. Please stay in touch, my personal contact details remain at your disposal, I can be reached via my personal email (dhf@fhgt.com).",2,
"Following our brief discussion (yesterday afternoon) over the phone, I am hereby writing to officially confirm my acceptance of your offer, for the position of (name of position) at (company name). As discussed, I will report for my first day at work on (date), I am very much looking forward to working directly along side of (name of work colleague) and the new experiences and challenges that await me at (name of company). I also hereby confirm my understanding and agreement of your yearly salary offer of (amount €/$ etc.) with a raise assessment taking place after (1 year/6 months etc.) for possible salary modifications. Please do not hesitate to contact me between now and (august) should you require any further information from me, in any case, I will be in touch shortly prior to my commencement date for any last minute changes that may have occurred. Once again, thank you for the wonderful opportunity with an exciting and dynamic company such as (name of company), I am very much looking forward to the new challenges and experiences.",2,
"Following our conversation yesterday morning over the telephone, I would like to thank you for offering me the position of (name of position) at (name of company). I have given this much thought, as the position is one that I know that I would very much enjoy as well as be able to grow in a direction complimentary to my career goals. The challenges and growth within the company are exciting but the salary offer is unfortunately below what I would be happy with. It has been a hard decision to make, but I have a few other offers available to me that suit my salary goals more. I wish to thank you for your time, consideration and offer, perhaps in the future or should there be a reconsideration regarding salary, I would be more than happy to listen.
",2,
It is with regret that I inform you of my absence from work from __________ to _________. I recently lost a family member kindly request that you grant me 7 days of my annual leave on this occasion. The funeral is on _________ and I intend to be back at the office by _________. I will be accesible via email for anything urgent.,2,
"This letter is my personal recommendation for (name) Until just recently, I have been (position/ length of time) I found her to be ....... Besides ........, (Name) is a ........ During her/his time with us ............ She/he was an asset to ................., and was .............................. I highly recommend (name) for employment. She/he is a team player and would make a great asset to any organisation.",2,
I received my payslip for the month of (month) on (date) and am writing to inform you that £100 has been deducted. I have not received any notification that I would be receiving a deduction in salary nor is there any information with the slip. I assume therefore that it is simply a technical error and that this can be easily rectified.,2,
"I am writing to formally notify you that I am resigning from my position as Head Technical Officer with ABCD Company. My final working day be July 14, as set out under the terms of my employment contract. I appreciate the opportunities I have been given at ABCD and your professional guidance and support. I wish you and the company success in the future.",2,
"I would like to hereby formally request the opportunity to take a (6/12) month sabbatical leave, commencing 6 months from today, on (day/month/year). I have been (your position) at (name) university for (X) years and would like to conclude my research on (full details of your project/work). I hope to be able to accomplish this life goal that I have been working towards since (date) and return to the faculty with a renewed sense of energy, sense of self accomplishment and indispensable research which will be available to the university via my future students and my course directions. I believe that the (research/or course) will provide the university with (benefits you wish to list). During my time off, I will be (travelling to) / (working from home) and will be available should the university need to be in touch. I have enclosed further information regarding my aims to achieve at the end of my sabbatical and am very much looking forward to taking the time off for this experience I have been working so hard to see come to fruition.",2,
"I would like to hereby formally request the opportunity to take a (6/12) month sabbatical leave, commencing 6 months from today, on (day/month/year). I have been (your position) at (name) university for (X) years and would like to conclude my research on (full details of your project/work). I hope to be able to accomplish this life goal that I have been working towards since (date) and return to the faculty with a renewed sense of energy, sense of self accomplishment and indispensable research which will be available to the university via my future students and my course directions. I believe that the (research/or course) will provide the university with (benefits you wish to list). During my time off, I will be (travelling to) / (working from home) and will be available should the university need to be in touch. I have enclosed further information regarding my aims to achieve at the end of my sabbatical and am very much looking forward to taking the time off for this experience I have been working so hard to see come to fruition.",2,
"I would like to arrange a meeting with you to be able to sit down and review my current salary. I thought this would be an appropriate moment to discuss an increase following the recent closure on the (name/explanation) deal that I spearheaded and successfully managed to secure for us for the next (12) months. I have now been with the company for (18 months etc.) with no review of salary since my start date, which I am somewhat disappointed with as I we had agreed to review my salary after the initial 5 months. I very much enjoy working at (name of company), I feel challenged as I had hoped I would before joining the team, my position has provided me with new responsibilities I enjoy the variety of the job and the daily responsibilities which are constantly adapting to our needs. I hope to be able to grow at (name of company) and continue being a positive addition to the team. I was hired for my (list personal skills) and I believe that I have proven my competence and dedication over the last (18 months etc.). I have been made to feel that you are satisfied with me performance, work ethics, drive and positive changes I have brought to the company which leads me to hope that my request will be well considered and accepted",2,
"Today is Thanksgiving, our special day to reflect and give thanks, to our family, our friends, our near, our far, those close to our hearts. So let thanks be said, let thanks be felt, let this day remind us that every little 'thank you' truly does help. Happy Thanksgiving! Happy Holidays! Happy sharing, giving and thanking!",2,
"That time of year has come again, the time to celebrate and reflect the year gone, the joy of Christmas and the holiday season. May you and your family enjoy the moment together over a good turkey roast, mince pies and a warm cup of tea! May your home be filled with laughter and joy, love and friendship. We hope that this holiday season brings you the joy and happiness that you deserve and above all excitement for the New Year ahead! We send you all of our warmest seasons greetings and love this Christmas and New Year's! Happy Holidays and a wonderful 2018!",2,
"Mr ABC and Family wish you all the best in the new year. May you and your family have many new and interesting paths to take, good fortune, health and happiness. With love and wishes,",2,
"Dear (Adam & Amie), We would like to take this little moment to send over to you both a big congratulations on the birth of (name of baby), your new baby (boy/girl), you new bundle of love! We wish you all the best in health, happiness and joy on this new path of becoming parents. Your daily lives will change and evolve, everything is so new, but the joys of parenthood are before you, a long journey full of learning, patience, support and laughter, the ingredients every family needs sprinkled with lots of love! We are so very happy for you both and (mother's name) you were so at ease during your pregnancy, full of anticipation mixed with joy yet emanating such confidence. You were radiant like all mother's hope to be and your natural instincts of motherhood will, we are sure, guide you effortlessly through your new motherly duties! Your wonderful little one must be the perfect little mix of (father's humour/good looks etc.) and (mother's beautiful eyes etc.) and we can't wait to come and see this wonderful new addition to your family!",2,
"Dear Mom (UK : Dear Mum), Today on mother's day (UK : mothering Sunday), it's your day to feel special and remembered in only a way a mother can be. Over the years, you have had patience even when tried, understanding through moments of difficulty, forgiveness with only more forgiveness and compassion to melt away all those fears, worries and insecurities. Mom (UK : Mum), your wisdom has been invaluable to me and may you know that you are special to me not just today, but everyday! So this is a big thank you for simply being you! You will always be my mom (UK : Mum), who I love and wouldn't trade in for the world!
",2,
"We would like to send you our warmest regards this Hanukah, wishing you and your family all the best for this festive holiday: The Holiday of Lights! We hope that your home is filled with light and blessed during this celebration of the great miracle that happened so long ago! ******* Blessed be these 8 days that follow! May the lights of Hanukah fill your home during this special festival of lights, bringing you and your family light to nourish your flickering spirits! May love and light fill your hearts and your homes this Hanukah!",2,
I hope that your Christmas would be enjoyable and may the essence of Christmas remains always with you. Take care. **** Here's wishing you all the joys of the season. Wish you and your family a Merry Christmas! **** Best wishes for the holidays and for prosperity throughout the coming year,2,
"Respected Students and Faculty Members.
We are scheduling  a Webinar on the topic - IoT application in Supply Chain Management - to be delivered by the illustrious Dr. Sonal Daulatkar Associate Professor
Department: Research and Business Analytics and Accreditation

S.P. Mandali's Prin. L. N. Welingkar Institute of Management Development & Research, Mumbai

on Monday 25th April beginning at 12:00 PM. Make full use of this opportunity by joining via the link in the trailing mail. OD will be given to the students attending.",2,
"Dear Students,

Greetings!

Please find the trail mail for an Opportunity to escalate your Project Skills on par with International Standard. 

The topic is essential for all of us to know the Statistics and their application to Machine Learning and Data Fusion. It is now explained on Health Care Application and it is a perfect blend to kick start our innovation. 

Hence, We request you to make use of this opportunity to accelerate your project skills. 

Have a Happy Learning!

Thank you.
",2,
"Dear Students,


Greetings!!!


Kind Reminder!!!


Wearing  ID card is a must


All students and faculty coordinators of the AdVITya 2022 events should ensure that all students are wearing their university ID during the event.



Note: 

For those students who are not wearing ID cards, Strict Discipline Action will be taken. 

Best wishes ",2,
"Dear students

Kindly see the attachment list and if anyone who didn't register for Biometric . Kindly do it by tomorrow 6 PM to 8 PM at Hostel office in Block 1. This will be final chance.

Because From Friday onwards using Biometric recognition only you can enter inside the mess. And also everyone has to give their attendance at Hostel main gate Biometric before 9:00 PM Everyday. If anyone misses to give the attendance will be called to hostel office for further action.",2,
"Dear students

Kindly see the attachment list and if anyone who didn't register for Biometric . Kindly do it by tomorrow 6 PM to 8 PM at Hostel office in Block 1. This will be final chance.

Because From Friday onwards using Biometric recognition only you can enter inside the mess. And also everyone has to give their attendance at Hostel main gate Biometric before 9:00 PM Everyday. If anyone misses to give the attendance will be called to hostel office for further action.",2,
"Dear All,
Greetings!

As you are aware VIT Bhopal University is organizing Advitya-22 during 22nd and 23rd of April, 2022.
In this regards, Biz-Whiz (Business School Club) has planned an interesting event called as AdZap where students have the chance to showcase their creativity.
On popular demand, registration date has been extended for the same till 21st of April, 2022 EOD.
You all may avail this opportunity as this would be the last chance to participate in this event.",2,
"I appreciated you taking the time to chat with me today about ABC News Company, and the ever-changing media world. As I approach my graduation date from XYZ Journalism School, I'm full of questions about the roles available in media. Your insights gained from your career in the industry, as well as your perspective on ABC News Company's five-year plan, were incredibly helpful. 

I was particularly struck by your ideas on long-form journalism, along with the help (and problems) that social media can provide investigative journalists. You've given me much to think about as I embark on my job search. Also, I appreciate your advice about my writing portfolio—it was so kind of you to really dig in and share your ideas on how to structure it. 

I look forward to staying in touch, and will let you know how my job search progresses. I hope you'll keep me in mind if any roles open up at ABC New Company, too. Thank you again for taking the time to meet today, and for your thoughtful notes on my portfolio. ",2,
"Dear Ms. Lastname:

Thank you so much for taking the time to meet with me to discuss selling my handmade sweaters in your wonderful shop.

As I mentioned in our conversation, I’ve been a customer of your store since I used my third-grade allowance to buy my very first pair of knitting needles. I’m honored that you’d consider selling one of my original creations at The Yarn Company alongside your own work.

We discussed a trial consignment arrangement in which a portion of the sales would go to the store. This is more than agreeable to me.

Let me know how you want to proceed. I’m available most afternoons at 555-555-5555, or you can email me at email@email.com, and I’ll respond to your message ASAP.",2,
"Dear Susan,

It was a pleasure to meet with you regarding the marketing manager position with your firm. After hearing about the new direction you are planning to take with your marketing division, especially the plans to incorporate more interactive media, I am even more confident that I would be very interested in joining your group. My background includes strong experience in social media and web development, and I have some great ideas already to help with the rebranding.

Thank you for taking the time to meet with me. I’ll be in touch later this week to follow up with you, but please don’t hesitate to contact me at your convenience with any additional questions. I look forward to speaking with you soon.

Regards,",2,
"As I mentioned during our recent phone conversation, we have offered our Marketing Associate position to a different candidate. 

We also want you to know that we appreciate the time you invested in coming into our company for an interview. The team is grateful for the opportunity to speak with you.

Best wishes as you continue your job search.",2,
"Thank you very much for your interest in employment opportunities with ABCD company.

This message is to inform you that we have selected a candidate who is a match for the job requirements of the position.

We appreciate you taking the time to apply for employment with our company and wish you the best of luck in your future endeavors.",2,
"Dear Candidate Name,

Thank you very much for your interest in employment opportunities with ABCD company.

I am writing to inform you that we have selected the candidate whom we believe most closely matches the job requirements of the position.

We appreciate you taking the time to interview with us and wish you the best of luck in your future endeavors.",2,
"Dear Mr. Grey,

Please accept this written notification of my absence on August 25, 2020. I am unable to attend work due to sickness.

If you need additional information, please let me know.",2,
"Dear Steve,

I am writing to document my absence due to illness on June 3, 2020. I was unable to report to work due to an acute attack of food poisoning. Please see the attached report of my treatment at Urgent Care.

Regards,",2,
"Dear Supervisor Name:

I've come down with the flu and will not be coming in on Monday, August 31, so I can rest and recover. I've asked Patricia to check on my clients to ensure all of their needs are met, and Tom will prepare the report for our meeting Friday.

I will try and check email if you need anything urgent.",2,
"Dear Ms. Lastname:

Please accept this letter as written notification that I was unable to attend work on Monday, April 8, 2020, due to sickness. I was ill and unable to report to work on that date.

Please let me know if I can provide any further information.

Sincerely,",2,
"Dear Mr. Lastname,

Please accept this letter as documentation of my absence from March 2 through March 6, 2020, due to sickness. I have included my doctor’s note detailing his recommendation for hospital treatment due to complications from the flu. I have also enclosed the hospital discharge instructions.

If I can provide any additional information, please let me know. Thank you for your understanding.",2,
"Dear Ms. Lee,

I would like to formally apply for the Assistant Communications Manager position in the Corporate Communications Department. As you are aware, I have had extensive experience with Acme Retail starting when I participated in your summer editorial intern program while I was still in college.

Since then I have been advanced through progressively more responsible positions in both the Human Resources and Marketing Departments. During my tenure, I have developed exceptional writing and editing skills and have designed and implemented highly successful communications strategies at the departmental level.

I have also demonstrated my ability to work with leaders across business units and multiple lines of business, consistently earning exemplary scores on my annual performance evaluations by my supervisors.

In addition, I have been responsible for benefits communications and employee relations, as well as liaising with the company's clients and vendors to ensure that all projects are completed by established milestones.

These are just a few examples of my accomplishments and contributions to our company. I hope that you will find that this brief view, in combination with the attached resume, describes a dedicated employee of Acme Retail with the experience and skills to meet or exceed the requirements of the position of Assistant Communications Manager.

I appreciate your consideration and look forward to discussing this opportunity for promotion with you at your convenience. Please let me know if there is any other information I can provide that will support my candidacy for this promotion.",2,
"It was with great interest that I read that Human Resources is seeking applications for a new Manager in the Shoe Department. Please accept my resume for review and consideration for this role.

I have been with Casey's for a total of four years, two in my current position of Assistant Manager in the Children's Department, and two as a Sales Associate in the Junior Department. Before coming to Casy's, I worked for Mears as a Sales Associate in the Shoe Department as well as in the Men's Department.

With my experience in varied departments, I feel that I would be an asset as a Manager here at Casy's. In my capacity as an Assistant Manager, I successfully took on many of the managerial duties in the Children's Department last year when Suzy Smith was out on maternity leave, and I would welcome the opportunity to bring that same stability, energy, and dedication to the Shoe Department within the vacancy created by Amy Jenner's sudden departure.

I appreciate your consideration for this position. It has been a real pleasure to come to work every day since you hired me, and I thus look forward to continuing to grow in my career at Casy's.",2,
"Dear Jim,

Congratulations on your new venture. I'm so proud to have been your colleague at [name of last company], where I observed your sharp intellect and drive.

I have every confidence that you will succeed flying solo and that the Irvington Company will be a mover and shaker. You are a trendsetter and very savvy to start this business innovation.

I'm looking forward to doing business with you.

Regards,",2,
"Dear First Name,

Congratulations on your new venture! It sounds like an exciting opportunity, and I'm looking forward to watching your progress as the business develops.

If there is anything at all I can do to promote your new business, please let me know. I'd be glad to assist however I can if I can be of help.

Best Regards,",2,
"Dear Max,

Congratulations on opening your own firm. Max's Accounting Services is sure to be a success with your down-to-earth manner and sharp skills.

Your client base is dedicated and is sure to grow as you become even more well known for your abilities.

If there is anything I can do to help, please let me know.

Sincerely,",2,
"Dear Mabel,

Congratulations on opening your restaurant. Mabel's Quick Lunch is a great addition to the neighborhood, and your menu is sure to please hungry diners.

People who enjoyed your cooking at your last establishment will be sure to become regulars as word gets out about your new restaurant.

I'll be following you on social media, and I'm happy to get the word out about your grand opening. Let me know about any hashtags or social media handles you would like to see promoted for upcoming events.

If there is any way I can help in the success of your new business, please let me know.",2,
"Dear Mr. Klass, 

I'm writing regarding the open content marketing role at 3L Logistics. My former colleague, and good friend, Lara Barrett, recommended that I contact you directly about this position. Lara and I worked together for three years at ABC Software company, so she can attest to my marketing know-how. I'd welcome an opportunity to discuss how my skills could benefit 3L Logistics and what you have in mind for this role.

Let me tell you a little bit about me: In my position as a marketing specialist at ABC Software, I helped to develop a content strategy for the release of ABC's next-gen software product, which covered both the Americas and EMEA regions. This work on the marketing funnel helped create 25% more opportunities for the sales team.

Prior to ABC Software, I was a communications manager at TechTom, another software maker. In this role, I developed a thought-leadership blog series that got picked up by mainstream publications and helped secure TechTom's role in the community as a reputable source of insight. Lara tells me that you're looking to pursue similar goals at 3L Logistics, and I'd love to share some of the best practices I discovered while working on this project at TechTom.

I think my mix of communications and marketing skills would be an asset to 3L Logistics. I would appreciate an opportunity to meet and discuss the role—and how I can help—further. Thank you very much for your consideration. ",2,
"Dear Spencer:

I wanted to drop you a note to thank you for the great work you did in building and launching the redesign of our company website. Since the go-live, I’ve received several glowing comments from clients who are thrilled with the new look of our product catalogue and with the improved ease of the website’s navigation system.

I also appreciate the extra time you took to train me and our business team in how to correctly enter new text and visuals into the website. None of us were familiar with web design or coding before, but your training and the manual / process checklist you wrote for us will ensure that we’ll easily be able to make changes to the website as needed.

You were a pleasure to work with. Please call upon me should you ever need a positive testimonial to use on your own website.",2,
"I would like to share with you a pleasant experience. You know my cousin Shankar is in Mumbai. He had invited me to stay with him for a week. I accepted his invitation because I wanted to see Mumbai.

So I went to Mumbai on 14 October. Soon after reaching there. I heard about the conference. It was a conference on ‘How to combat terrorism”. With the permission of the Chair. I was also allowed to speak appreciation of the crowd. All of the themes appreciated my point of view.

I will give you the details of my speech when we meet.",1,
"I hope you are hale and hearty. Nevertheless, I am sure you will not be feeling very comfortable in Kandhamal. It must be very cold there. Yet it may surprise you that I have visited Simila last week. Instead of feeling uncomfortable. I enjoyed myself a lot.

It as the end of December. The usual crowd of summer days was absent. We got a comfortable room. In the morning I opened the window. What a sensation!

In the afternoon. I watched an exciting programme on Iceskating. I found not participate in it.",1,
"The holidays have started. I wish to pass some time with you.

Please come to puri during the holidays. We shall be visiting historical places in and around Puri. We will go to the restaurants, cinema house, etc. We will go for a picnic on the sea beach. I shall take you to the Sun Temple, Konark Temple.",1,
"Thank you for the good-wishes card on my birthday. The card was really beautiful. However, I missed you.

Anyway, my parents held a party on the occasion. All my relatives and friends came to wish me a happy birthday.

Everybody liked the birthday cake. There was a special program of dance and music. We enjoyed ourselves till late in the evening.

I will show you the same when you come here.",1,
"Dear Father,

Thank you very much for sending the beautiful wristwatch on my birthday. However, the watch has some defects. It loses about five minutes every twenty-four hours. It has one year’s guarantee. So kindly get it replaced.

I shall wait for your letter. I am quite well here. I hope everything is fine there at home.",1,
"In response to your letter, I made a few inquiries about hostel accommodation in Delhi.

The normal rent expected in any of South Delhi youth hostel or private houses in between 1k to 12k per month. This includes meals water and power bills facilities like AC or the use of washing machines can be provided.

However, for security reasons, boys are not permitted in the girl’s hostel. You may not have much freedom of staying out late at night or attend late evening parties as well.",1,
"I hope you remember that you had taken my golden English for only two days. It is now a week. I need it urgently to finish my homework.

Kindly send it back at once and oblige",1,
"Thank you very much for your letter. I am glad that everybody is fine.

Our city is holding a book fair in the third week of December. All the major publishers of the country and from abroad are taking part. It is an opportunity for book lovers. You are very fond of reading good books so I invite you to visit this book fair in our city. When are you coming to use for this purpose?",1,
"It is always a pleasure to hear from you. The last friendly was my 11th birthday. The same day I received your gift of a book along with your blessings.

Thank you very much for this valuable gift. I have not read the entire book. But the little that I have read is highly useful and entertaining. I feel that these are the things that matter most.",1,
